Date,Wl,Evaporation,Volume,V2,SurfaceArea,EvapVol,Initial_Conc,C2 (wt%)
2023-01-01,1.689093177,5.432176781,370.35170779622996,368.91766744781376,263.99,1.43404034841619,26.3,26.402232190245215
2023-01-02,1.730205885,9.289286236,381.20505158115,378.75277290770833,263.99,2.4522786734416404,26.402232190245215,26.57317649894119
2023-01-03,1.770578615,13.89418511,391.86304857385,388.1951226466611,263.99,3.6679259271889006,26.57317649894119,26.824257559372107
2023-01-04,1.587811594,19.07012177,343.61438270006,338.5800612539977,263.99,5.0343214460623,26.824257559372107,27.223105425976215
2023-01-05,1.60651751,24.11023712,348.55255746489996,342.18769596759114,263.99,6.364861497308801,27.223105425976215,27.729468739458376
2023-01-06,1.664874563,28.50453855,363.95823588636995,356.43332275455543,263.99,7.5249131318145,27.729468739458376,28.3148849453373
2023-01-07,1.708287729,32.37730066,375.41887757871,366.8715939774766,263.99,8.547283601233401,28.3148849453373,28.97455812728158
2023-01-08,1.695934448,35.81266342,372.15773492752,362.7035499112742,263.99,9.4541850162458,28.97455812728158,29.729805307427174
2023-01-09,1.690357021,39.35615729,370.68534997379004,360.29571801080294,263.99,10.3896319629871,29.729805307427174,30.587105908113653
2023-01-10,1.684723813,42.99166459,369.19823939387,357.8488698587559,263.99,11.3493695351141,30.587105908113653,31.557192436814642
2023-01-11,1.958901594,45.190833,441.57843180006,429.64850379639,263.99,11.92992800367,31.557192436814642,32.43343203835546
2023-01-12,1.956995031,48.85341722,441.07511823369,428.17830462178216,263.99,12.896813611907799,32.43343203835546,33.41033330420225
2023-01-13,1.769786365,52.88444325,391.65390249635004,377.69293832278254,263.99,13.960964173567499,33.41033330420225,34.64530600016589
